income_100k,debt_100k,defaulted
2.540,0.443,0
0.755,0.515,0
1.672,0.465,0
1.235,0.228,0
1.228,1.569,0
1.424,0.816,0
0.875,2.263,1
0.910,0.488,0
1.873,0.899,0
2.036,0.759,0
1.085,0.633,0
0.731,1.105,1
3.917,0.658,0
2.279,0.631,0
1.640,0.716,0
0.884,0.201,0
1.078,0.449,0
1.557,0.445,0
0.912,1.576,0
2.850,0.897,0
1.485,0.996,0
1.664,0.917,0
0.884,0.594,0
0.934,1.578,1
0.984,0.589,0
1.580,0.311,0
1.242,0.918,0
1.229,1.229,0
1.607,0.695,0
1.544,0.799,0
2.700,1.094,0
1.281,1.481,0
0.892,0.897,1
1.390,1.605,0
2.675,0.768,0
1.093,2.000,0
1.428,0.318,0
1.193,1.087,0
1.672,0.768,0
1.566,0.702,0
0.976,0.335,0
1.263,1.165,0
2.121,0.595,0
2.271,0.390,0
2.103,0.472,0
2.048,0.583,0
1.206,0.696,0
1.190,0.408,0
2.109,0.405,0
0.832,0.822,0
1.363,0.635,0
0.615,1.868,1
1.182,0.528,0
1.023,0.978,0
0.820,1.658,1
1.807,0.593,1
1.010,1.111,0
1.188,0.774,0
1.248,0.678,0
1.010,1.542,1
2.623,0.390,0
1.124,0.479,0
1.525,0.259,0
0.785,0.619,0
1.134,1.110,1
1.212,0.577,0
1.221,1.018,1
1.080,0.442,0
1.490,1.207,0
2.785,0.621,0
1.319,0.512,0
1.315,1.569,1
1.177,0.656,0
4.290,0.893,0
2.854,0.703,0
1.789,0.956,1
1.909,0.703,0
1.022,0.349,0
1.307,0.765,0
1.535,0.848,0
1.475,0.809,0
0.958,0.584,0
0.991,1.718,0
1.757,0.449,0
1.606,0.703,0
0.552,0.737,1
1.457,0.372,0
2.453,0.351,0
1.052,0.936,0
1.556,0.941,0
0.736,0.710,0
2.021,0.282,0
0.855,0.565,0
0.805,0.748,0
1.217,0.915,0
3.984,1.234,0
1.069,0.838,0
0.802,1.096,0
1.716,1.583,0
1.549,0.192,0
2.909,1.112,0
0.800,0.523,0
0.693,0.849,0
1.218,0.735,0
1.654,0.384,0
1.639,0.409,0
2.259,0.829,0
0.724,0.599,0
0.973,0.968,0
1.321,0.537,0
2.028,2.042,1
1.727,0.575,1
1.162,1.965,1
0.892,0.441,0
2.066,0.884,0
2.128,1.191,0
4.635,0.329,0
1.294,0.395,0
2.866,0.815,0
0.821,1.204,1
1.102,1.351,0
1.039,0.880,0
1.141,1.142,0
0.951,0.356,0
1.102,0.526,0
1.367,1.407,0
1.148,0.491,0
1.873,0.579,0
1.350,0.263,0
1.399,0.594,0
2.682,0.284,0
1.609,0.794,0
1.499,1.425,0
1.389,0.774,0
1.440,0.717,1
1.803,0.531,0
0.983,0.876,0
2.320,0.366,0
2.800,0.514,0
2.329,2.046,0
1.127,0.330,0
0.694,0.487,0
1.155,0.314,0
1.499,1.253,0
2.018,0.578,0
1.292,0.335,0
1.225,0.338,0
2.738,1.173,0
1.042,0.933,0
2.240,0.995,0
2.087,0.632,0
0.779,1.049,0
1.583,1.305,0
1.096,0.927,0
0.922,0.281,0
0.620,0.231,0
0.702,0.301,0
1.681,0.750,0
1.180,0.296,0
1.580,0.368,0
0.877,0.662,0
1.216,0.409,0
1.243,0.331,0
0.709,1.076,0
0.673,0.840,0
1.701,0.981,0
1.495,1.052,0
0.928,1.384,0
1.339,0.633,0
1.876,0.585,0
3.140,0.255,0
0.947,0.567,0
1.838,0.470,0
3.564,1.118,0
1.442,0.918,1
2.674,1.400,0
0.448,1.143,0
2.653,1.202,0
1.394,0.849,0
0.612,0.691,1
1.975,0.525,0
2.225,0.635,0
2.386,0.388,0
2.377,0.788,0
1.382,0.613,0
1.007,0.219,0
1.143,0.154,0
1.379,0.435,0
1.675,0.499,0
1.133,0.545,0
1.431,1.264,0
2.062,0.458,0
1.617,0.326,0
3.854,0.780,0
3.628,1.082,0
0.844,1.519,1
1.090,0.373,0
0.786,0.558,0
0.838,0.509,0
1.782,1.412,0
0.904,0.920,0
0.882,0.645,0
1.243,0.933,0
1.995,0.527,0
1.197,0.572,0
1.196,0.625,0
2.101,0.488,0
1.725,0.557,0
1.713,0.766,0
2.129,0.722,0
0.896,1.387,0
1.540,1.000,0
1.058,0.611,0
2.205,0.200,0
2.009,0.291,0
0.883,0.487,1
2.530,0.518,0
0.836,0.318,0
2.349,0.520,0
1.533,0.672,0
0.953,0.453,0
0.854,0.587,0
1.224,0.601,0
1.386,0.436,0
1.023,0.401,0
1.797,0.590,0
0.754,0.726,1
1.396,0.365,0
1.401,0.216,0
0.612,0.381,0
1.606,0.821,0
0.801,0.270,0
0.463,1.023,0
1.067,0.462,0
1.265,0.672,0
2.090,0.419,0
1.129,0.853,0
2.689,0.645,0
2.648,0.762,0
2.272,0.226,0
2.517,0.916,0
1.635,0.260,0
1.094,0.527,0
1.866,0.823,0
2.150,0.567,0
1.556,0.814,0
1.256,0.684,0
0.699,0.657,0
1.889,0.410,0
1.636,1.060,0
0.786,1.128,0
1.463,0.473,0
1.929,0.392,0
1.334,0.697,0
1.982,0.422,0
1.956,0.673,0
0.727,0.960,0
1.225,0.886,0
1.736,1.355,0
2.103,0.797,0
2.618,0.363,0
0.598,0.401,0
1.359,0.827,0
1.923,1.693,0
2.411,0.520,0
2.961,0.388,0
0.924,1.295,0
1.186,0.586,0
0.877,0.898,0
2.013,1.097,0
0.777,0.375,0
2.368,0.519,0
2.122,0.468,0
1.738,0.824,0
0.533,0.878,0
1.036,0.483,0
1.953,0.836,0
0.746,0.247,0
1.258,0.750,0
1.336,0.747,0
2.079,0.626,0
1.587,0.294,0
1.581,0.593,0
1.151,0.358,0
1.403,1.327,1
1.318,0.538,0
1.934,0.561,0
1.292,0.589,0
2.216,0.826,0
0.658,0.650,0
2.386,0.825,0
1.297,0.386,0
2.311,1.106,0
1.452,0.484,0
2.046,0.925,0
2.718,0.706,0
1.094,1.088,0
1.450,0.601,0
1.297,0.291,0
1.535,0.344,0
0.681,0.555,0
1.296,1.278,0
1.252,0.503,0
0.986,0.642,0
1.283,1.194,1
0.705,0.467,0
2.604,0.732,0
1.706,0.723,0
3.232,0.458,0
0.948,0.703,0
0.832,1.073,0
1.585,1.074,0
0.666,0.525,0
1.546,2.813,1
1.023,0.748,0
1.205,0.541,0
1.565,0.430,0
1.427,0.376,0
3.198,0.953,0
1.851,0.141,0
0.787,0.577,0
2.161,0.307,0
0.770,0.572,0
1.452,0.614,0
0.802,0.318,0
0.967,0.375,0
2.505,1.202,0
1.090,0.469,0
1.049,0.622,0
1.088,0.531,0
1.215,0.958,0
2.650,1.172,0
0.827,1.003,0
0.806,0.831,1
1.806,0.835,0
0.687,0.338,0
1.186,1.227,0
2.307,0.468,0
1.396,0.395,0
1.127,0.514,0
1.017,0.414,0
0.928,0.772,0
1.072,0.907,0
1.480,1.210,0
2.422,0.594,0
2.140,0.459,0
1.083,0.541,0
1.006,0.341,0
1.896,0.427,0
0.621,1.751,1
1.144,0.419,0
1.204,0.493,0
0.848,0.864,1
0.893,0.712,0
1.622,0.927,0
0.666,0.399,0
0.925,0.360,0
1.040,1.233,0
1.438,0.440,0
0.754,0.594,0
2.246,0.697,0
1.208,0.240,0
1.234,0.565,0
1.178,0.446,0
1.026,0.818,0
0.895,0.532,0
2.302,0.195,0
1.513,0.938,0
1.316,0.167,0
2.149,0.505,0
1.007,0.436,0
1.825,0.455,0
1.393,0.620,0
0.929,1.020,0
1.932,0.398,0
0.710,0.455,0
1.839,0.916,0
0.930,0.811,0
1.651,0.904,0
2.540,0.741,0
1.770,0.550,0
1.053,0.485,0
1.358,0.488,0
1.168,0.997,0
0.817,1.351,0
0.841,1.737,1
1.400,0.365,0
1.742,0.552,0
0.628,0.626,0
1.328,0.573,0
1.716,0.349,0
1.438,1.928,1
0.878,1.363,0
2.166,0.574,0
0.799,0.494,0
1.823,0.622,0
2.779,0.334,0
0.554,0.524,1
1.532,0.932,0
1.570,1.472,1
1.510,0.990,0
0.972,1.223,0
1.189,0.362,0
0.736,0.117,0
1.447,1.276,1
1.730,0.687,0
1.016,0.599,1
0.905,1.487,0
1.106,0.379,1
1.358,0.381,0
1.400,0.425,0
1.301,1.447,0
1.404,1.022,0
0.763,0.248,0
0.407,1.478,0
1.788,0.630,0
2.551,0.780,0
0.728,0.418,0
1.014,1.661,0
1.553,0.785,0
2.072,1.240,0
1.811,0.372,0
2.391,0.899,1
1.327,0.655,0
1.632,0.556,0
1.630,0.409,0
1.123,0.434,0
2.310,0.340,0
1.789,0.442,0
2.092,0.617,0
1.144,0.847,0
2.140,0.277,0
0.853,0.364,0
1.616,0.454,0
0.429,0.266,0
0.870,0.537,0
1.879,0.544,0
1.113,0.565,0
1.466,0.774,0
0.664,1.022,0
2.685,0.949,0
1.765,0.723,0
1.342,0.851,0
1.630,0.412,0
1.568,0.382,0
2.532,0.876,0
1.491,0.839,0
0.710,1.967,0
1.212,0.555,0
2.388,0.373,0
1.744,0.727,0
1.127,0.494,0
1.775,0.392,0
1.428,1.275,0
1.774,1.711,0
0.675,0.759,1
0.914,0.444,0
1.819,0.714,0
1.230,0.607,0
1.584,0.302,0
3.213,0.967,0
1.183,0.749,0
1.509,1.206,0
1.062,0.468,0
1.031,0.620,0
1.313,0.589,0
0.716,0.254,0
0.538,2.329,1
2.474,0.209,0
1.296,0.344,0
2.224,0.520,1
1.432,0.276,0
1.449,0.781,0
1.822,0.491,0
1.861,0.652,0
0.799,0.709,0
2.308,0.652,0
0.885,0.661,0
1.484,0.580,0
4.175,0.786,0
1.406,0.960,0
2.825,0.549,0
1.165,0.497,0
1.778,0.510,0
1.388,0.739,0
1.631,0.519,0
0.932,0.515,0
0.907,0.285,0
1.573,1.736,0
0.683,0.330,0
0.937,1.525,0
1.800,0.959,0
1.036,1.082,0
0.919,0.724,0
0.834,0.819,0
1.448,0.737,0
1.157,0.864,0
1.450,0.984,0
1.250,1.412,0
3.062,0.376,0
1.121,0.820,0
0.574,1.486,1
1.429,1.324,0
1.359,0.370,0
1.454,0.749,0
0.671,0.736,0
2.232,0.725,0
1.339,0.193,0
1.333,1.005,1
0.678,0.272,0
1.671,2.026,1
1.319,0.902,0
2.456,0.606,0
1.132,0.892,1
0.790,0.689,0
1.437,0.482,0
0.910,0.608,0
1.629,0.769,0
0.845,0.418,0
1.283,0.934,0
1.229,1.157,0
1.338,1.131,0
1.084,1.197,0
0.952,1.277,1
1.323,0.932,0
1.053,1.285,0
1.452,0.663,0
1.205,0.798,0
0.508,1.365,0
1.322,1.800,1
2.493,0.533,0
1.550,0.297,0
1.764,2.011,0
1.657,1.190,0
1.106,1.699,1
0.758,1.041,0
1.934,0.732,0
2.152,0.459,0
1.739,0.386,0
1.634,1.396,1
1.613,1.089,0
1.342,0.764,0
1.530,0.356,0
1.365,0.488,0
1.565,0.463,0
0.900,0.549,0
1.032,0.138,0
1.740,0.727,0
1.172,1.484,0
0.474,0.482,0
1.434,0.654,0
0.503,0.747,0
3.118,0.378,0
1.857,0.811,0
1.819,0.418,0
1.019,0.510,0
0.833,0.738,0
1.240,0.626,0
1.371,0.679,0
0.974,0.394,0
1.456,0.952,0
1.832,0.361,0
1.764,1.014,1
0.867,0.498,0
0.533,0.342,0
1.363,0.615,0
1.023,0.366,0
1.651,0.486,0
2.768,0.595,0
2.767,0.981,0
1.541,0.988,0
2.199,0.834,0
2.771,0.554,0
1.390,0.285,0
1.533,0.572,0
1.969,0.543,0
1.343,0.602,0
1.100,0.486,0
0.987,0.487,0
1.368,0.993,0
1.044,0.315,0
1.925,0.648,0
1.183,1.268,0
2.566,0.427,0
2.302,0.380,0
0.802,0.572,0
2.177,0.537,0
1.150,0.743,0
2.467,1.334,0
1.706,0.603,0
1.342,0.870,0
1.828,0.472,0
1.078,0.496,0
1.578,0.755,0
1.617,0.450,0
1.287,1.228,0
1.619,0.519,0
0.893,0.591,0
1.743,0.368,0
0.816,0.510,0
1.794,0.376,0
1.682,0.496,0
1.862,0.248,0
1.082,0.641,0
5.053,1.647,0
1.248,0.235,0
1.469,1.641,0
0.996,0.604,0
2.542,1.038,0
1.126,0.374,0
2.110,1.920,0
0.920,0.361,0
1.576,0.618,0
1.177,1.489,0
2.056,0.323,0
1.219,0.183,0
0.955,0.619,0
1.677,0.425,0
0.830,0.381,1
0.919,0.393,0
1.921,0.291,0
0.622,1.371,0
1.915,1.243,0
1.167,0.308,0
0.937,0.607,0
1.538,0.501,0
1.816,1.167,0
1.081,0.408,0
1.287,1.547,0
1.953,0.644,0
1.914,0.419,0
1.359,0.612,0
1.001,0.468,0
0.929,2.186,0
1.079,0.696,0
1.858,0.494,0
1.780,0.676,0
1.585,1.430,0
2.519,0.381,0
1.226,0.257,0
1.186,1.309,0
1.183,0.896,0
3.145,0.502,0
0.582,0.614,0
1.579,1.171,0
1.688,0.146,0
1.434,1.282,0
3.771,0.583,0
2.300,0.927,0
1.941,0.623,0
0.955,3.459,1
1.729,0.457,0
1.195,1.168,1
1.427,0.155,0
1.526,0.654,0
1.142,0.985,0
1.834,0.275,0
2.801,0.211,0
2.178,0.675,0
1.539,1.114,1
0.619,1.224,0
2.227,0.440,0
2.219,0.773,0
1.295,0.295,0
1.149,1.664,1
1.860,0.468,0
0.999,1.286,1
1.973,0.552,0
0.891,0.534,0
0.954,1.555,1
1.419,0.397,0
0.761,1.299,0
1.411,0.526,0
1.766,0.395,0
0.808,0.404,0
2.087,1.186,0
1.113,0.611,0
1.780,0.526,1
1.545,0.279,0
1.164,1.217,0
1.132,1.136,1
0.686,0.762,0
1.052,0.978,0
1.020,0.107,1
2.829,0.477,0
2.173,0.697,0
0.792,0.676,0
1.983,0.467,0
1.553,0.727,0
1.204,0.427,0
1.719,0.445,0
1.975,0.322,0
1.112,0.688,0
1.260,0.429,0
1.517,0.484,0
0.934,1.366,1
1.530,0.623,0
1.368,0.625,0
1.063,0.274,0
0.993,0.478,0
1.611,1.094,0
2.049,0.863,0
1.628,0.657,0
0.988,0.579,0
1.942,0.661,0
1.522,0.793,0
1.818,0.533,0
2.313,0.162,0
0.968,1.879,1
1.336,1.191,0
1.102,0.586,0
0.980,1.385,0
3.296,0.311,0
2.105,1.296,0
0.674,0.708,0
1.696,1.039,0
1.122,0.527,0
2.298,0.693,0
1.468,0.879,0
1.317,1.135,0
1.505,0.846,0
1.666,0.814,0
1.436,0.460,0
1.293,1.639,0
1.338,0.715,0
1.758,0.563,0
0.882,0.533,0
1.417,0.329,0
1.348,0.425,0
1.156,0.276,0
1.933,0.713,0
0.824,0.610,0
1.216,0.719,0
0.991,0.320,1
1.784,0.505,0
1.165,0.448,0
1.448,1.099,1
1.668,0.281,0
0.725,0.276,0
1.715,1.291,0
1.036,0.777,0
1.275,0.269,0
1.353,1.338,0
1.993,1.448,0
1.935,1.194,0
2.980,0.205,0
1.528,0.681,0
1.161,0.396,0
1.149,0.550,0
1.867,0.267,0
2.783,1.654,0
1.637,0.435,0
1.114,0.742,0
1.592,0.992,0
1.580,0.893,0
1.439,0.799,0
1.038,0.514,0
0.488,0.719,0
1.132,0.564,0
2.209,0.182,0
1.552,1.104,0
0.561,0.451,1
1.422,0.478,0
0.653,0.508,0
3.274,0.297,0
1.537,0.327,0
0.856,0.236,1
1.984,0.824,0
1.021,1.219,0
1.797,0.663,0
1.432,0.339,0
0.864,1.306,1
1.877,0.534,0
0.808,0.265,1
2.493,0.226,0
1.456,0.703,0
0.921,1.408,0
0.662,0.515,0
2.799,0.449,0
2.611,0.547,0
0.837,0.399,0
2.835,0.471,0
1.522,0.731,0
1.293,0.427,0
1.368,1.062,0
1.268,0.371,0
2.589,0.939,0
1.511,0.769,0
0.654,0.514,0
3.420,0.540,0
2.056,0.532,0
0.898,1.600,1
1.222,0.407,0
0.970,1.222,1
1.447,1.107,0
1.675,0.528,0
1.568,1.547,0
1.104,0.172,0
1.014,0.727,0
2.026,0.682,0
1.360,0.642,0
3.654,1.007,0
1.011,0.510,0
1.977,0.573,0
1.449,1.196,0
1.031,0.596,0
2.516,0.360,0
1.495,0.869,0
0.975,0.607,0
1.241,0.466,0
2.176,0.861,0
0.848,0.416,0
2.533,0.370,0
1.893,0.550,0
1.262,0.572,0
2.510,0.654,0
2.960,0.328,0
1.825,1.636,0
1.525,0.921,1
3.086,0.687,0
2.662,0.721,0
0.961,0.160,0
1.301,1.056,1
1.296,0.362,0
1.194,0.838,0
0.755,0.329,0
2.075,1.092,0
1.470,0.473,0
1.479,0.565,0
2.569,1.473,0
1.118,1.095,0
1.385,0.298,0
1.593,0.433,0
1.182,0.707,0
1.354,0.559,0
1.961,0.991,1
1.414,0.436,0
2.489,0.226,0
1.034,0.385,0
1.545,0.574,1
0.777,0.859,0
1.350,0.956,0
1.055,1.261,1
2.523,0.723,0
1.944,0.568,0
1.760,0.949,0
3.096,0.601,0
2.613,0.491,0
1.923,0.491,0
1.060,1.059,0
0.770,1.438,1
1.401,1.310,0
1.221,0.264,0
1.079,1.159,0
1.255,0.343,0
0.704,0.526,0
2.668,0.877,0
0.875,0.305,0
1.067,0.323,0
1.807,0.420,0
0.712,1.608,1
2.097,1.149,0
2.112,0.388,0
1.243,0.685,0
0.898,0.684,0
1.161,0.755,0
0.647,0.430,0
2.558,1.404,0
1.452,0.516,0
1.038,0.997,0
0.965,0.252,0
1.811,0.788,0
2.688,0.688,0
0.826,1.341,1
1.112,0.152,0
0.672,0.862,0
1.891,0.994,0
1.517,0.549,0
3.709,1.310,0
1.347,2.021,0
1.179,1.032,0
1.049,0.992,0
2.040,1.335,0
0.709,0.810,0
1.953,1.249,0
1.576,0.884,0
1.144,0.436,0
0.966,0.357,0
2.224,1.214,0
3.137,0.884,0
1.174,0.440,0
1.778,0.645,0
2.983,1.424,0
1.089,0.248,0
1.275,0.387,0
0.843,0.934,0
1.332,1.001,0
1.371,0.334,0
1.187,0.368,0
1.035,0.697,0
0.722,1.379,1
0.799,0.640,0
0.935,0.177,0
1.866,1.121,0
1.142,0.629,0
0.986,0.494,0
1.879,0.336,0
1.805,1.228,0
1.028,0.737,0
1.086,0.795,0
1.882,0.772,0
1.659,0.809,0
0.992,1.009,0
1.573,1.634,0
1.401,0.354,0
2.286,0.610,0
0.979,0.496,0
2.071,1.606,0
1.708,0.543,0
0.921,0.262,0
2.229,0.627,0
2.095,0.425,0
0.806,0.423,0
3.320,0.497,0
0.868,0.310,0
0.957,0.219,0
1.236,1.861,1
1.975,0.593,0
1.823,0.380,0
1.363,0.896,0
2.552,1.326,0
1.689,0.243,1
2.585,0.497,0
4.768,0.742,0
1.542,0.400,0
0.468,0.815,0
1.168,0.322,0
0.893,0.441,0
1.477,0.595,0
1.480,0.805,0
0.836,0.650,0
0.863,0.437,0
1.266,0.519,0
1.304,0.198,0
0.460,2.059,1
2.161,0.507,0
1.438,0.540,0
1.413,0.736,0
1.614,0.871,0
0.911,0.768,0
1.388,0.438,0
2.226,0.255,0
2.264,0.577,0
1.734,0.409,0
1.257,0.469,0
0.993,0.635,0
2.519,0.725,0
1.783,1.294,1
1.180,0.586,0
0.551,0.245,0
0.971,0.876,0
0.612,1.058,0
2.445,0.257,0
1.541,0.886,0
1.025,0.704,0
1.257,0.471,0
4.422,0.697,0
2.417,0.786,0
0.787,0.879,0
1.340,1.194,1
0.827,0.630,0
0.666,0.632,0
1.532,2.400,1
4.101,0.352,0
2.819,0.546,0
1.447,0.522,0
1.203,0.969,0
1.551,1.168,0
2.238,0.306,0
0.745,1.250,1
0.622,0.330,0
3.254,2.672,0
1.606,0.439,1
2.884,1.167,0
1.576,0.548,0
2.726,0.938,0
1.083,0.420,0
1.769,0.683,0
2.821,0.643,0
2.230,0.668,0
1.157,0.984,1
2.110,0.498,0
1.057,0.531,0
0.754,0.308,0
1.790,0.588,0
2.642,0.484,0
2.070,1.033,0
0.811,0.919,0
2.088,0.426,0
1.920,0.810,0
1.156,1.310,0
0.469,0.566,0
2.230,0.333,0
2.106,2.465,0
1.771,0.862,0
0.656,0.936,0
0.730,2.524,1
2.228,0.409,0
2.030,0.752,0
1.769,0.224,0
1.271,0.833,0
1.692,0.790,0
1.114,0.413,0
1.234,0.397,0
0.963,0.577,0
1.592,0.560,0
1.177,1.520,0
2.172,0.555,0
1.958,0.582,0
0.987,0.577,0
3.228,0.263,0
0.859,0.486,0
1.736,0.302,0
2.305,0.681,0
2.519,0.190,0
0.528,0.342,0
2.222,0.731,0
2.452,0.200,0
2.705,0.269,0
0.523,1.098,1
1.048,0.305,0
1.358,0.632,0
1.162,0.752,0
2.590,0.354,0
1.046,0.250,0
2.464,1.472,0
1.826,0.467,0
0.739,0.844,0
0.909,0.418,1
1.149,0.776,0
1.482,0.308,0
2.218,0.298,0
1.307,0.357,0
2.136,0.449,0
0.699,0.449,0
0.360,0.529,0
1.219,0.805,0
1.744,0.472,1
1.206,1.062,0
0.901,0.440,0
1.716,0.914,0
3.387,1.307,0
1.355,1.655,0
1.024,0.212,0
0.970,1.641,0
3.437,0.240,0
1.394,1.386,1
1.869,0.630,0
2.457,0.770,0
2.304,0.377,0
0.937,1.062,0
2.182,0.926,0
2.075,0.468,0
1.769,0.452,0
2.235,1.018,0
1.102,1.121,0
1.372,0.970,0
1.121,0.515,0
1.996,0.636,1
1.058,1.065,1
1.694,1.007,0
0.867,1.183,1
1.343,0.687,0
1.206,0.431,0
1.348,0.745,0
1.507,0.815,0
1.306,0.474,0
1.286,0.813,0
0.559,0.401,0
2.334,0.732,0
1.072,0.456,0
1.271,2.037,1
0.978,1.224,0
2.225,0.734,0
0.945,0.308,0
1.781,0.323,0
2.411,0.933,0
2.976,0.585,0
2.422,0.753,0
1.875,0.267,0
0.828,0.278,0
2.537,0.677,0
2.423,0.567,0
2.070,0.305,0
2.038,0.409,0
1.471,0.978,0
1.127,0.500,0
2.311,0.872,0
2.520,1.577,0
0.892,0.765,0
2.145,0.682,0
1.589,0.458,0
2.120,1.242,0
1.611,0.287,0
2.346,0.347,0
2.258,0.629,0
2.122,0.282,0
0.768,1.090,1
2.064,0.451,0
1.459,0.850,0
0.861,0.536,0
1.960,0.553,0
0.774,0.640,0
2.133,0.216,0
3.051,0.349,0
1.141,0.490,0
2.158,2.155,1
1.750,0.994,0
1.914,0.946,1
0.781,0.359,0
1.879,1.038,0
1.520,1.260,0
1.993,0.961,0
1.438,2.691,1
2.338,0.303,0
1.620,0.351,0
1.942,0.549,0
2.642,0.371,0
1.556,0.653,1
2.236,0.846,0
1.588,0.630,0
1.812,0.671,0
1.135,0.793,0
2.029,0.972,0
2.481,0.442,0
1.386,0.439,0
2.047,1.223,0
1.740,0.527,0
0.879,0.401,0
1.683,0.742,0
2.586,0.523,0
1.159,0.677,1
0.652,0.612,0
1.576,0.898,0
1.082,1.049,0
3.343,0.402,0
1.414,0.325,0
1.437,1.526,0
1.090,0.435,0
1.609,0.270,0
1.122,0.223,0
0.966,0.621,0
1.402,0.445,0
1.006,0.231,0
2.584,0.376,0
0.860,0.354,0
1.395,1.095,0
1.063,0.721,0
0.783,0.629,0
3.007,0.315,0
0.569,0.573,0
2.741,0.911,0
0.772,0.690,0
1.500,1.131,0
3.918,0.660,0
0.563,0.926,0
0.786,0.813,0
2.573,0.463,0
1.556,1.319,1
1.133,0.772,0
1.422,0.995,0
0.942,0.352,0
1.522,0.348,0
2.788,0.573,0
1.218,0.406,0
1.533,0.889,0
2.452,0.792,0
3.466,1.241,0
1.112,0.874,0
1.646,0.340,0
1.125,1.065,0
1.085,0.442,0
1.209,0.422,0
1.091,0.654,0
0.672,0.629,0
0.599,1.118,0
1.045,2.992,1
1.528,0.798,0
2.463,1.407,0
1.141,0.563,0
1.339,0.761,0
1.929,0.476,0
1.998,0.501,0
1.371,1.323,0
1.408,0.811,0
3.292,0.808,0
1.244,0.407,0
1.162,1.617,0
0.704,0.573,0
1.745,0.442,0
1.284,0.626,0
3.345,0.915,0
1.244,0.954,0
2.062,1.418,0
2.175,0.353,0
2.980,0.499,0
0.809,1.490,1
2.873,2.204,1
1.450,0.448,0
1.377,0.600,0
1.258,0.271,0
1.212,0.403,0
1.239,0.389,0
0.516,0.598,0
1.805,0.329,0
1.482,1.055,0
0.949,0.613,0
1.402,0.551,0
3.965,1.050,0
1.704,0.547,0
1.215,0.320,0
3.060,0.643,0
1.016,2.084,0
1.347,0.669,0
1.130,0.844,0
1.299,0.568,0
1.988,0.561,0
1.860,0.835,0
1.045,0.148,0
1.362,0.321,0
1.496,0.457,0
1.204,0.546,0
1.418,1.406,1
1.050,2.433,1
1.043,0.895,0
1.469,0.788,0
0.915,0.921,0
1.730,1.447,0
1.323,0.369,0
0.961,0.483,0
1.100,0.690,0
1.167,0.746,0
1.342,0.223,0
1.513,0.802,0
1.314,0.265,0
0.984,0.964,0
2.695,1.007,0
2.139,0.183,0
1.511,0.834,0
2.183,0.705,0
1.660,0.451,0
1.285,1.067,0
1.494,1.899,0
4.617,0.831,0
2.221,0.347,0
2.269,0.287,0
1.211,0.333,0
1.870,0.362,0
3.861,1.171,0
1.733,0.741,0
2.299,0.623,0
2.492,1.021,0
1.905,0.639,0
2.863,0.645,0
1.590,0.399,0
1.787,0.449,0
1.093,0.643,0
4.552,0.333,0
1.642,1.572,1
1.509,0.677,0
2.636,0.468,0
1.162,1.080,0
1.434,0.354,0
1.022,1.129,0
1.451,0.662,0
1.213,1.774,1
1.821,0.468,0
1.360,0.509,0
1.107,0.398,1
1.264,0.319,0
1.364,0.725,0
1.150,0.354,0
2.162,0.753,0
1.926,0.445,0
1.531,1.126,0
0.856,0.156,0
1.800,0.794,0
0.824,0.648,0
1.557,0.632,0
1.467,0.446,0
1.111,1.646,1
1.001,0.504,0
1.062,0.797,0
3.510,0.547,0
1.280,0.518,0
1.313,0.663,0
2.180,0.914,0
1.724,0.342,0
2.275,0.488,0
0.843,0.292,0
0.895,0.785,0
6.000,0.395,0
1.410,0.419,1
1.266,0.901,0
1.540,0.627,0
2.209,0.787,0
0.857,0.584,0
1.624,0.789,0
1.419,0.661,0
1.924,0.342,0
1.548,0.708,0
1.140,0.522,0
0.986,0.553,0
0.499,0.735,0
2.197,0.466,0
0.759,0.353,0
1.206,1.206,0
2.954,1.729,0
1.198,0.522,0
1.872,1.183,0
1.310,0.779,0
1.944,0.443,0
1.454,0.399,0
1.152,0.541,0
2.578,0.498,0
1.280,0.525,0
0.804,0.589,1
1.245,0.339,0
1.813,1.013,0
0.887,0.339,1
2.018,0.351,0
2.000,1.046,1
3.598,0.957,0
1.088,1.400,0
1.912,0.679,0
0.697,0.443,0
1.198,1.182,0
1.502,0.598,1
1.712,0.589,0
1.402,0.396,0
1.380,0.787,0
1.101,0.172,0
1.184,0.841,0
1.638,0.210,0
1.828,1.018,0
1.893,0.268,0
2.207,0.916,0
2.399,2.449,1
0.659,0.541,0
1.146,0.332,0
1.339,1.833,0
1.087,0.495,0
2.256,0.342,0
1.984,1.256,0
1.370,0.132,0
1.513,0.279,0
2.478,0.306,0
1.236,0.430,0
1.253,0.207,0
2.123,0.991,0
1.758,1.106,0
2.649,0.611,0
1.684,0.502,0
1.983,0.267,0
1.135,0.815,0
0.957,0.429,0
1.430,0.884,0
0.457,1.104,0
1.712,0.647,0
2.182,0.197,0
1.484,0.377,0
1.305,1.335,0
2.294,0.734,0
1.410,1.377,0
2.191,0.185,0
3.695,0.593,0
1.961,0.573,0
2.151,0.258,0
1.776,0.443,0
1.600,1.080,1
1.617,0.850,0
1.478,0.470,0
2.290,0.755,0
0.717,1.216,0
1.280,0.349,0
1.906,0.741,0
0.999,1.121,0
1.372,0.432,0
1.065,1.292,0
1.736,0.601,1
2.083,1.163,0
2.685,1.050,0
1.783,0.730,0
1.054,0.538,0
1.600,0.440,0
1.835,0.694,0
2.635,0.710,0
0.571,1.368,0
